query_id,query_text,intent,entities,response_text
Q003190,Reorder pants,create_reorder,"{""product"": ""pants"", ""category"": ""jeans"", ""supplier"": ""TextilePlus"", ""quantity"": 422}",Order #PO542417: 422 pants from TextilePlus.
Q003191,Got any 30 jeans?,get_stock,"{""product"": ""jeans"", ""category"": ""jeans"", ""color"": ""olive"", ""size"": ""30"", ""supplier"": ""ModaSupply"", ""quantity"": 430}",Confirmed: 430 olive jeans in warehouse.
Q003192,Inventory status for rain jacket please,get_stock,"{""product"": ""rain jacket"", ""category"": ""outerwear"", ""color"": ""purple"", ""supplier"": ""FashionHub"", ""quantity"": 443}",We're showing 443 units of rain jacket in the system.
Q003193,What cap sells the most?,get_best_seller,"{""product"": ""cap"", ""category"": ""accessories"", ""color"": ""red"", ""size"": ""medium""}",Red cap is our most popular item.
Q003194,Show me what's popular in activewear,get_best_seller,"{""product"": ""leggings"", ""category"": ""activewear"", ""supplier"": ""FashionHub""}",Most popular item: leggings with 451 sales.
Q003195,Need to know stock for charcoal shorts,get_stock,"{""product"": ""shorts"", ""category"": ""shorts"", ""color"": ""charcoal"", ""supplier"": ""StyleCraft"", ""quantity"": 129}",We have 129 units of charcoal shorts in stock.
Q003196,Do we still have 34 pullover?,get_stock,"{""product"": ""pullover"", ""category"": ""hoodies"", ""size"": ""34"", ""supplier"": ""FabricWorks"", ""quantity"": 85}",Current inventory shows 85 pullover available.
Q003197,"We're out of socks, reorder pls",create_reorder,"{""product"": ""socks"", ""category"": ""accessories"", ""size"": ""XXL"", ""supplier"": ""FabricWorks"", ""quantity"": 143}",Reorder confirmed for socks.
Q003198,Do we still have cap?,get_stock,"{""product"": ""cap"", ""category"": ""accessories"", ""supplier"": ""GarmentCo"", ""quantity"": 287}","Yes, we have 287 cap in ."
Q003199,"Yo OMI, how many navy dress do we have?",get_stock,"{""product"": ""dress"", ""category"": ""dresses"", ""color"": ""navy"", ""quantity"": 33}",Confirmed: 33 navy dress in warehouse.
Q003200,Need to know stock for red sports bra,get_stock,"{""product"": ""sports bra"", ""category"": ""activewear"", ""color"": ""red"", ""size"": ""large"", ""supplier"": ""UrbanTex"", ""quantity"": 358}",Stock level for red sports bra: 358 units.
Q003201,Sales report for shirt thank you,get_sales_summary,"{""product"": ""shirt"", ""category"": ""t-shirts"", ""supplier"": ""UrbanTex"", ""quantity"": 367, ""revenue"": 2209.27}",Shirt sales are at 367 units this period.
Q003202,"Hi OMI, how many white skirt do we have?",get_stock,"{""product"": ""skirt"", ""category"": ""skirts"", ""color"": ""white"", ""size"": ""38"", ""supplier"": ""FashionHub"", ""quantity"": 379}",Confirmed: 379 white skirt in warehouse.
Q003203,What's the stock level for t-shirt?,get_stock,"{""product"": ""t-shirt"", ""category"": ""t-shirts"", ""quantity"": 120}",We have 120 t-shirt ready to ship.
Q003204,Got any 38 jacket?,get_stock,"{""product"": ""jacket"", ""category"": ""jackets"", ""color"": ""green"", ""size"": ""38"", ""quantity"": 481}",Stock count for green jacket is 481.
Q003205,What's hot right now?,get_best_seller,"{""product"": ""belt"", ""category"": ""accessories"", ""color"": ""green""}",Belt is our #1 seller in accessories.
Q003206,Track shipment for socks,get_delivery_status,"{""product"": ""socks"", ""category"": ""accessories"", ""size"": ""28"", ""delivery_date"": ""2025-11-16"", ""days_until_delivery"": 15}",Delivery expected in 15 days for socks.
Q003207,Check inventory for gray tee could you,get_stock,"{""product"": ""tee"", ""category"": ""t-shirts"", ""color"": ""gray"", ""size"": ""30"", ""quantity"": 493}",Stock count for gray tee is 493.
Q003208,Need to order white knit ASAP,create_reorder,"{""product"": ""knit"", ""category"": ""sweaters"", ""color"": ""white"", ""size"": ""34"", ""supplier"": ""TextilePlus"", ""quantity"": 291}",Reorder request processed for knit.
Q003209,Give me the sales figures for skirts,get_sales_summary,"{""product"": ""skirt"", ""category"": ""skirts"", ""color"": ""blue"", ""size"": ""M"", ""quantity"": 10, ""revenue"": 4250.99}","Sales breakdown: 10 blue skirt, $4250.99 revenue."
Q003210,When should skirt be here?,get_delivery_status,"{""product"": ""skirt"", ""category"": ""skirts"", ""color"": ""beige"", ""delivery_date"": ""2025-11-04"", ""days_until_delivery"": 3}",Next skirt shipment arrives in 3 days from our supplier.
Q003211,Got any cap?,get_stock,"{""product"": ""cap"", ""category"": ""accessories"", ""color"": ""brown"", ""supplier"": ""UrbanTex"", ""quantity"": 494}","Yes, 494 cap in stock right now."
Q003212,What's our mini skirt count looking like?,get_stock,"{""product"": ""mini skirt"", ""category"": ""skirts"", ""color"": ""red"", ""size"": ""extra large"", ""quantity"": 106}",We have 106 extra large red mini skirt ready to ship.
Q003213,Supplier list for jackets pls,get_supplier_info,"{""product"": ""coat"", ""category"": ""jackets""}",We order coat from our supplier.
Q003214,Do we still have 34 grey cardigan?,get_stock,"{""product"": ""cardigan"", ""category"": ""sweaters"", ""color"": ""grey"", ""size"": ""34"", ""quantity"": 410}","Yes, we have 410 grey cardigan in 34."
Q003215,What's left in sports bra?,get_stock,"{""product"": ""sports bra"", ""category"": ""activewear"", ""color"": ""olive"", ""size"": ""32"", ""quantity"": 218}",We have 218 units of olive sports bra in stock.
Q003216,How are cap selling?,get_sales_summary,"{""product"": ""cap"", ""category"": ""accessories"", ""color"": ""grey"", ""quantity"": 218, ""revenue"": 2025.98}",We moved 218 cap yesterday.
Q003217,Do we have white rain jacket in ?,get_stock,"{""product"": ""rain jacket"", ""category"": ""outerwear"", ""color"": ""white"", ""quantity"": 63}",Inventory status: 63 units available.
Q003218,Create PO for bermuda,create_reorder,"{""product"": ""bermuda"", ""category"": ""shorts"", ""size"": ""small"", ""quantity"": 213}",Order #PO671550: 213 bermuda from our supplier.
Q003219,Show me pants inventory,get_stock,"{""product"": ""pants"", ""category"": ""jeans"", ""color"": ""grey"", ""supplier"": ""DenimSource"", ""quantity"": 43}",Inventory check complete: 43 grey pants available.
Q003220,Sports bra stock count,get_stock,"{""product"": ""sports bra"", ""category"": ""activewear"", ""color"": ""olive"", ""size"": ""32"", ""supplier"": ""FabricWorks"", ""quantity"": 165}","Yes, we have 165 olive sports bra in 32."
Q003221,"Hi, what's moving fastest?",get_best_seller,"{""product"": ""pullover"", ""category"": ""hoodies""}",Our best selling hoodies is pullover with 94 units sold.
Q003222,Generate purchase order for shorts,create_reorder,"{""product"": ""shorts"", ""category"": ""shorts"", ""color"": ""olive"", ""supplier"": ""UrbanTex"", ""quantity"": 198}",Order placed with UrbanTex for 198 shorts.
Q003223,"Hi OMI, how many olive knit do we have?",get_stock,"{""product"": ""knit"", ""category"": ""sweaters"", ""color"": ""olive"", ""supplier"": ""FabricWorks"", ""quantity"": 137}",We have 137 units of olive knit in stock.
Q003224,Give me the sales figures for skirts,get_sales_summary,"{""product"": ""mini skirt"", ""category"": ""skirts"", ""size"": ""extra large"", ""quantity"": 386, ""revenue"": 3262.88}",Revenue from mini skirt: $3262.88 with 386 units sold.
Q003225,Show me hat inventory,get_stock,"{""product"": ""hat"", ""category"": ""accessories"", ""color"": ""green"", ""quantity"": 380}",Stock count for green hat is 380.
Q003226,Reorder blazer thank you,create_reorder,"{""product"": ""blazer"", ""category"": ""jackets"", ""size"": ""36"", ""quantity"": 196}","PO generated for blazer, supplier: our supplier."
Q003227,List suppliers for skirts,get_supplier_info,"{""product"": ""mini skirt"", ""category"": ""skirts"", ""color"": ""brown""}",Our skirts supplier is our supplier.
Q003228,Need to know stock for sports bra,get_stock,"{""product"": ""sports bra"", ""category"": ""activewear"", ""supplier"": ""ApparelPro"", ""quantity"": 314}",Inventory check complete: 314 sports bra available.
Q003229,What mini skirt sells the most?,get_best_seller,"{""product"": ""mini skirt"", ""category"": ""skirts"", ""size"": ""34""}",Mini skirt is our #1 seller in skirts.
Q003230,Sweatshirt stock count thanks,get_stock,"{""product"": ""sweatshirt"", ""category"": ""hoodies"", ""color"": ""navy"", ""size"": ""large"", ""supplier"": ""StyleCraft"", ""quantity"": 240}",We have 240 units of navy sweatshirt in stock.
Q003231,Where's the sweatshirt shipment?,get_delivery_status,"{""product"": ""sweatshirt"", ""category"": ""hoodies"", ""color"": ""purple"", ""supplier"": ""StyleCraft"", ""delivery_date"": ""2025-11-06"", ""days_until_delivery"": 5}",Delivery status: StyleCraft order arriving 2025-11-06.
Q003232,", check if we have pullover in brown",get_stock,"{""product"": ""pullover"", ""category"": ""hoodies"", ""color"": ""brown"", ""quantity"": 111}",Inventory check complete: 111 brown pullover available.
Q003233,Do we have charcoal sweatshirt in medium?,get_stock,"{""product"": ""sweatshirt"", ""category"": ""hoodies"", ""color"": ""charcoal"", ""size"": ""medium"", ""quantity"": 125}",We're showing 125 units of sweatshirt in the system.
Q003234,Check inventory for tees could you,get_stock,"{""product"": ""tees"", ""category"": ""t-shirts"", ""supplier"": ""TextilePlus"", ""quantity"": 132}",Inventory check complete: 132 tees available.
Q003235,Skirt sales performance could you,get_sales_summary,"{""product"": ""skirt"", ""category"": ""skirts"", ""color"": ""beige"", ""size"": ""large"", ""supplier"": ""DenimSource"", ""quantity"": 343, ""revenue"": 3262.09}","Skirts sales: 343 units, $3262.09 total."
Q003236,Order more skirt from supplier,create_reorder,"{""product"": ""skirt"", ""category"": ""skirts"", ""size"": ""L"", ""quantity"": 20}",Reorder complete: 20 skirt on the way.
Q003237,How much blazer stock do we have?,get_stock,"{""product"": ""blazer"", ""category"": ""jackets"", ""color"": ""brown"", ""size"": ""medium"", ""supplier"": ""FabricWorks"", ""quantity"": 68}",We have 68 units of brown blazer in stock.
Q003238,Top products this month thanks,get_best_seller,"{""product"": ""rain jacket"", ""category"": ""outerwear"", ""color"": ""brown""}",Best seller report: rain jacket leads with 106 units.
Q003239,"Hey, what's the revenue from windbreaker sales?",get_sales_summary,"{""product"": ""windbreaker"", ""category"": ""outerwear"", ""color"": ""blue"", ""supplier"": ""ModaSupply"", ""quantity"": 406, ""revenue"": 1136.9}",Windbreaker is performing well with 406 units sold.
Q003240,How's blazer performing?,get_sales_summary,"{""product"": ""blazer"", ""category"": ""jackets"", ""supplier"": ""UrbanTex"", ""quantity"": 384, ""revenue"": 2547.39}",This month we sold 384 blazer.
Q003241,When's our mini skirt order arriving?,get_delivery_status,"{""product"": ""mini skirt"", ""category"": ""skirts"", ""color"": ""beige"", ""size"": ""small"", ""delivery_date"": ""2025-11-21"", ""days_until_delivery"": 20}",ETA for beige mini skirt: 20 days.
Q003242,Who's our sweatshirt vendor?,get_supplier_info,"{""product"": ""sweatshirt"", ""category"": ""hoodies"", ""color"": ""gray"", ""size"": ""medium"", ""supplier"": ""ModaSupply""}",We source hoodies from ModaSupply.
Q003243,Which supplier has jeans?,get_supplier_info,"{""product"": ""jeans"", ""category"": ""jeans"", ""size"": ""medium""}",We source jeans from our supplier in our warehouse.
Q003244,Reorder 191 mini skirt from supplier,create_reorder,"{""product"": ""mini skirt"", ""category"": ""skirts"", ""color"": ""white"", ""quantity"": 191}",Order #PO462401: 191 white mini skirt from our supplier.
Q003245,Do we have shirt in extra large?,get_stock,"{""product"": ""shirt"", ""category"": ""t-shirts"", ""size"": ""extra large"", ""supplier"": ""FashionHub"", ""quantity"": 366}",We have 366 units of shirt in stock.
Q003246,"Yo, what's moving fastest?",get_best_seller,"{""product"": ""knit"", ""category"": ""sweaters"", ""color"": ""charcoal"", ""size"": ""38"", ""supplier"": ""GarmentCo""}",Best seller report: knit leads with 488 units.
Q003247,What are today's sales for coat?,get_sales_summary,"{""product"": ""coat"", ""category"": ""jackets"", ""color"": ""grey"", ""supplier"": ""ThreadLine"", ""quantity"": 494, ""revenue"": 1360.99}",Coat sales are at 494 units this period.
Q003248,Do we still have navy hoodies?,get_stock,"{""product"": ""hoodies"", ""category"": ""hoodies"", ""color"": ""navy"", ""supplier"": ""TextilePlus"", ""quantity"": 73}",Current inventory shows 73 navy hoodies available.
Q003249,What are the numbers on sports bra?,get_sales_summary,"{""product"": ""sports bra"", ""category"": ""activewear"", ""color"": ""green"", ""supplier"": ""FashionHub"", ""quantity"": 44, ""revenue"": 4909.56}",We moved 44 sports bra yesterday.
Q003250,Give me sales numbers for pullover,get_sales_summary,"{""product"": ""pullover"", ""category"": ""hoodies"", ""color"": ""navy"", ""supplier"": ""ModaSupply"", ""quantity"": 262, ""revenue"": 3179.7}","Total sales for hoodies: 262 items, $3179.7."
Q003251,Top performing sweaters items,get_best_seller,"{""product"": ""sweater"", ""category"": ""sweaters"", ""color"": ""pink"", ""supplier"": ""ModaSupply""}",Best selling product: sweater with 452 sales.
Q003252,Shirt sales performance could you,get_sales_summary,"{""product"": ""shirt"", ""category"": ""t-shirts"", ""color"": ""brown"", ""quantity"": 488, ""revenue"": 4148.69}",Sales figures: 488 shirt at $4148.69 revenue.
Q003253,Hoodie stock count thank you,get_stock,"{""product"": ""hoodie"", ""category"": ""hoodies"", ""color"": ""yellow"", ""size"": ""XXL"", ""quantity"": 325}","Yes, we have 325 yellow hoodie in XXL."
Q003254,Inventory status for rain jacket please,get_stock,"{""product"": ""rain jacket"", ""category"": ""outerwear"", ""size"": ""medium"", ""quantity"": 341}",Stock count for rain jacket is 341.
Q003255,"Hey, what's the revenue from leggings sales?",get_sales_summary,"{""product"": ""leggings"", ""category"": ""activewear"", ""color"": ""olive"", ""quantity"": 430, ""revenue"": 875.9}",Revenue from olive leggings: $875.9 with 430 units sold.
Q003256,When's the next gown shipment coming?,get_delivery_status,"{""product"": ""gown"", ""category"": ""dresses"", ""color"": ""gray"", ""delivery_date"": ""2025-11-05"", ""days_until_delivery"": 4}",Delivery ETA: 4 days for gray gown order.
Q003257,Delivery ETA for supplier thanks,get_delivery_status,"{""product"": ""athletic wear"", ""category"": ""activewear"", ""color"": ""green"", ""delivery_date"": ""2025-11-14"", ""days_until_delivery"": 13}","Our supplier shipment status: In transit, arriving in 13 days."
Q003258,"Hey, check if we have coat in white",get_stock,"{""product"": ""coat"", ""category"": ""jackets"", ""color"": ""white"", ""supplier"": ""FashionHub"", ""quantity"": 86}","Yes, we have 86 white coat in ."
Q003259,Who supplies our pullover?,get_supplier_info,"{""product"": ""pullover"", ""category"": ""hoodies"", ""color"": ""gray"", ""supplier"": ""UrbanTex""}","We get pullover from UrbanTex, our warehouse."
Q003260,Show me sundress inventory,get_stock,"{""product"": ""sundress"", ""category"": ""dresses"", ""color"": ""white"", ""quantity"": 320}",Current inventory shows 320 white sundress available.
Q003261,Track my rain jacket order,get_delivery_status,"{""product"": ""rain jacket"", ""category"": ""outerwear"", ""color"": ""purple"", ""size"": ""36"", ""delivery_date"": ""2025-11-15"", ""days_until_delivery"": 14}",ETA for purple rain jacket: 14 days.
Q003262,How many sports bra did we sell this week?,get_sales_summary,"{""product"": ""sports bra"", ""category"": ""activewear"", ""color"": ""navy"", ""supplier"": ""GarmentCo"", ""quantity"": 429, ""revenue"": 1901.59}","Sales breakdown: 429 navy sports bra, $1901.59 revenue."
Q003263,What's left in shorts?,get_stock,"{""product"": ""shorts"", ""category"": ""shorts"", ""color"": ""yellow"", ""supplier"": ""StyleCraft"", ""quantity"": 333}",Confirmed: 333 yellow shorts in warehouse.
Q003264,Order 199 units of cap,create_reorder,"{""product"": ""cap"", ""category"": ""accessories"", ""supplier"": ""StyleCraft"", ""quantity"": 199}","PO generated for cap, supplier: StyleCraft."
Q003265,What's our rain jacket count looking like?,get_stock,"{""product"": ""rain jacket"", ""category"": ""outerwear"", ""color"": ""brown"", ""size"": ""L"", ""quantity"": 330}",There are 330 rain jacket left in stock.
Q003266,How much knit stock do we have?,get_stock,"{""product"": ""knit"", ""category"": ""sweaters"", ""size"": ""36"", ""quantity"": 351}","Yes, 351 knit in stock right now."
Q003267,Need to replenish shirt stock,create_reorder,"{""product"": ""shirt"", ""category"": ""t-shirts"", ""color"": ""brown"", ""supplier"": ""ModaSupply"", ""quantity"": 369}","PO generated for brown shirt, supplier: ModaSupply."
Q003268,Give me sales numbers for t-shirt,get_sales_summary,"{""product"": ""t-shirt"", ""category"": ""t-shirts"", ""color"": ""green"", ""size"": ""large"", ""quantity"": 191, ""revenue"": 4696.73}","T-shirts sales: 191 units, $4696.73 total."
Q003269,Top products this month pls,get_best_seller,"{""product"": ""pants"", ""category"": ""jeans"", ""supplier"": ""TextilePlus""}",Pants is our #1 seller in jeans.
Q003270,What are today's sales for belt?,get_sales_summary,"{""product"": ""belt"", ""category"": ""accessories"", ""supplier"": ""ThreadLine"", ""quantity"": 320, ""revenue"": 2662.84}","Sales summary: 320 belt sold, total revenue $2662.84."
Q003271,"Hi, create a purchase order for cap",create_reorder,"{""product"": ""cap"", ""category"": ""accessories"", ""color"": ""beige"", ""supplier"": ""UrbanTex"", ""quantity"": 166}",Purchase order created for 166 beige cap from UrbanTex.
Q003272,Need to know stock for jeans,get_stock,"{""product"": ""jeans"", ""category"": ""jeans"", ""quantity"": 23}",Confirmed: 23 jeans in warehouse.
Q003273,Top products this month could you,get_best_seller,"{""product"": ""hoodie"", ""category"": ""hoodies"", ""color"": ""gray"", ""size"": ""36"", ""supplier"": ""GarmentCo""}","Top mover: gray hoodie, 333 units."
Q003274,How much revenue from green leggings?,get_sales_summary,"{""product"": ""leggings"", ""category"": ""activewear"", ""color"": ""green"", ""size"": ""extra large"", ""supplier"": ""FashionHub"", ""quantity"": 92, ""revenue"": 1030.79}",Sales data shows 92 leggings sold for $1030.79.
Q003275,When's the next gown shipment coming?,get_delivery_status,"{""product"": ""gown"", ""category"": ""dresses"", ""color"": ""grey"", ""delivery_date"": ""2025-11-15"", ""days_until_delivery"": 14}",Delivery ETA: 14 days for grey gown order.
Q003276,Can you tell me how many hoodies we have thank you?,get_stock,"{""product"": ""hoodies"", ""category"": ""hoodies"", ""size"": ""L"", ""quantity"": 32}",We have 32 L hoodies ready to ship.
Q003277,Who do we buy pullover from?,get_supplier_info,"{""product"": ""pullover"", ""category"": ""hoodies"", ""color"": ""green"", ""size"": ""XS"", ""supplier"": ""TextilePlus""}",We order green pullover from TextilePlus.
Q003278,"Hey there, create a purchase order for mini skirt",create_reorder,"{""product"": ""mini skirt"", ""category"": ""skirts"", ""color"": ""brown"", ""quantity"": 256}",Order placed with our supplier for 256 mini skirt.
Q003279,How much revenue from blue denim?,get_sales_summary,"{""product"": ""denim"", ""category"": ""jeans"", ""color"": ""blue"", ""size"": ""36"", ""supplier"": ""ApparelPro"", ""quantity"": 248, ""revenue"": 459.17}","Total sales for jeans: 248 items, $459.17."
Q003280,Quick check on green hoodie stock,get_stock,"{""product"": ""hoodie"", ""category"": ""hoodies"", ""color"": ""green"", ""quantity"": 499}",We have 499 units of green hoodie in stock.
Q003281,Order more purple shirt from FashionHub,create_reorder,"{""product"": ""shirt"", ""category"": ""t-shirts"", ""color"": ""purple"", ""size"": ""large"", ""supplier"": ""FashionHub"", ""quantity"": 345}",Purchase order #PO234428 created for 345 shirt.
Q003282,Supplier list for sweaters,get_supplier_info,"{""product"": ""knit"", ""category"": ""sweaters"", ""supplier"": ""FabricWorks""}",Knit comes from FabricWorks based in Los Angeles.
Q003283,Any grey denim in the warehouse?,get_stock,"{""product"": ""denim"", ""category"": ""jeans"", ""color"": ""grey"", ""supplier"": ""ModaSupply"", ""quantity"": 249}",There are 249 denim left in stock.
Q003284,Gown sales performance can you,get_sales_summary,"{""product"": ""gown"", ""category"": ""dresses"", ""supplier"": ""GarmentCo"", ""quantity"": 470, ""revenue"": 159.29}","Total sales for dresses: 470 items, $159.29."
Q003285,Check inventory for windbreaker thank you,get_stock,"{""product"": ""windbreaker"", ""category"": ""outerwear"", ""size"": ""XL"", ""supplier"": ""TextilePlus"", ""quantity"": 150}",Stock level is at 150 for windbreaker.
Q003286,How's cardigan performing?,get_sales_summary,"{""product"": ""cardigan"", ""category"": ""sweaters"", ""color"": ""grey"", ""supplier"": ""ThreadLine"", ""quantity"": 185, ""revenue"": 1102.08}",Cardigan sales: 185 units moved this month.
Q003287,Sales report for gown pls,get_sales_summary,"{""product"": ""gown"", ""category"": ""dresses"", ""color"": ""charcoal"", ""supplier"": ""ThreadLine"", ""quantity"": 144, ""revenue"": 4524.14}","Total sales for dresses: 144 items, $4524.14."
Q003288,When's the next delivery from supplier?,get_delivery_status,"{""product"": ""t-shirt"", ""category"": ""t-shirts"", ""delivery_date"": ""2025-11-05"", ""days_until_delivery"": 4}",Delivery expected in 4 days for t-shirt.
Q003289,Reorder dress could you,create_reorder,"{""product"": ""dress"", ""category"": ""dresses"", ""color"": ""grey"", ""size"": ""small"", ""supplier"": ""UrbanTex"", ""quantity"": 60}",Purchase order submitted to UrbanTex for dress.
Q003290,What's the stock level for sweatshirt?,get_stock,"{""product"": ""sweatshirt"", ""category"": ""hoodies"", ""color"": ""olive"", ""quantity"": 84}",Current inventory shows 84 olive sweatshirt available.
Q003291,Revenue report for t-shirts,get_sales_summary,"{""product"": ""shirt"", ""category"": ""t-shirts"", ""color"": ""green"", ""size"": ""XS"", ""supplier"": ""DenimSource"", ""quantity"": 184, ""revenue"": 303.74}",Shirt sales: 184 units moved this month.
Q003292,Are there any hoodies available?,get_stock,"{""product"": ""hoodies"", ""category"": ""hoodies"", ""supplier"": ""FabricWorks"", ""quantity"": 135}",We're stocked with 135 hoodies.
Q003293,What's left in blazer?,get_stock,"{""product"": ""blazer"", ""category"": ""jackets"", ""color"": ""olive"", ""size"": ""32"", ""supplier"": ""ApparelPro"", ""quantity"": 62}",We're stocked with 62 olive blazer.
Q003294,"Yo, create a purchase order for skirt",create_reorder,"{""product"": ""skirt"", ""category"": ""skirts"", ""color"": ""gray"", ""quantity"": 101}",Order #PO827662: 101 gray skirt from our supplier.
Q003295,"Hey there, sales stats for parka thanks",get_sales_summary,"{""product"": ""parka"", ""category"": ""outerwear"", ""color"": ""grey"", ""size"": ""XL"", ""supplier"": ""DenimSource"", ""quantity"": 264, ""revenue"": 2186.37}","Outerwear sales: 264 units, $2186.37 total."
Q003296,How much jacket stock do we have?,get_stock,"{""product"": ""jacket"", ""category"": ""jackets"", ""supplier"": ""FabricWorks"", ""quantity"": 494}",Stock count for jacket is 494.
Q003297,Who's our skirt vendor?,get_supplier_info,"{""product"": ""skirt"", ""category"": ""skirts"", ""size"": ""small""}",We source skirts from our supplier.
Q003298,What's hot right now?,get_best_seller,"{""product"": ""blazer"", ""category"": ""jackets"", ""color"": ""gray"", ""size"": ""36""}",Best selling product: blazer with 386 sales.
Q003299,What's left in shirt?,get_stock,"{""product"": ""shirt"", ""category"": ""t-shirts"", ""color"": ""green"", ""supplier"": ""ApparelPro"", ""quantity"": 110}","Yes, 110 shirt in stock right now."
Q003300,Show me shorts inventory,get_stock,"{""product"": ""shorts"", ""category"": ""shorts"", ""color"": ""beige"", ""size"": ""medium"", ""quantity"": 18}",Current stock: 18 shorts.
Q003301,Quick check on yellow athletic wear stock,get_stock,"{""product"": ""athletic wear"", ""category"": ""activewear"", ""color"": ""yellow"", ""size"": ""30"", ""supplier"": ""UrbanTex"", ""quantity"": 344}",Current stock: 344 athletic wear.
Q003302,Can you tell me how many parka we have please?,get_stock,"{""product"": ""parka"", ""category"": ""outerwear"", ""supplier"": ""ApparelPro"", ""quantity"": 462}",Inventory status: 462 units available.
Q003303,Show me what's popular in jackets,get_best_seller,"{""product"": ""coat"", ""category"": ""jackets"", ""color"": ""pink"", ""supplier"": ""StyleCraft""}",Coat is our #1 seller in jackets.
Q003304,"Skirt running low, reorder pls",create_reorder,"{""product"": ""skirt"", ""category"": ""skirts"", ""color"": ""blue"", ""size"": ""XL"", ""quantity"": 357}",Reorder request processed for skirt.
Q003305,When's the accessories delivery?,get_delivery_status,"{""product"": ""socks"", ""category"": ""accessories"", ""color"": ""blue"", ""size"": ""38"", ""delivery_date"": ""2025-11-16"", ""days_until_delivery"": 15}",Delivery status: our supplier order arriving 2025-11-16.
Q003306,Who supplies our denim?,get_supplier_info,"{""product"": ""denim"", ""category"": ""jeans"", ""color"": ""purple"", ""size"": ""36""}","Denim supplier: our supplier, located in our warehouse."
Q003307,How many blazer are left in stock?,get_stock,"{""product"": ""blazer"", ""category"": ""jackets"", ""quantity"": 47}",There are 47 blazer left in stock.
Q003308,What did dress do in sales last week?,get_sales_summary,"{""product"": ""dress"", ""category"": ""dresses"", ""color"": ""yellow"", ""size"": ""M"", ""quantity"": 346, ""revenue"": 3160.39}","Dresses sales: 346 units, $3160.39 total."
Q003309,How are socks selling?,get_sales_summary,"{""product"": ""socks"", ""category"": ""accessories"", ""color"": ""beige"", ""quantity"": 74, ""revenue"": 872.96}","Sales breakdown: 74 beige socks, $872.96 revenue."
Q003310,Reorder rain jacket can you,create_reorder,"{""product"": ""rain jacket"", ""category"": ""outerwear"", ""supplier"": ""ThreadLine"", ""quantity"": 351}",Restocking 351 rain jacket - order submitted.
Q003311,Any sweatshirt in the warehouse?,get_stock,"{""product"": ""sweatshirt"", ""category"": ""hoodies"", ""size"": ""38"", ""quantity"": 337}",We have 337 38 sweatshirt ready to ship.
Q003312,Reorder 129 skirt from UrbanTex,create_reorder,"{""product"": ""skirt"", ""category"": ""skirts"", ""color"": ""olive"", ""supplier"": ""UrbanTex"", ""quantity"": 129}",Order #PO548228: 129 olive skirt from UrbanTex.
Q003313,When will DenimSource deliver?,get_delivery_status,"{""product"": ""sweater"", ""category"": ""sweaters"", ""color"": ""yellow"", ""size"": ""34"", ""supplier"": ""DenimSource"", ""delivery_date"": ""2025-11-14"", ""days_until_delivery"": 13}",Sweater delivery status: 13 days out.
Q003314,What's the stock level for sweater?,get_stock,"{""product"": ""sweater"", ""category"": ""sweaters"", ""color"": ""grey"", ""quantity"": 416}",Current stock: 416 sweater.
Q003315,Who can supply black cap?,get_supplier_info,"{""product"": ""cap"", ""category"": ""accessories"", ""color"": ""black""}","Supplier for cap: our supplier, contact: Lisa Brown."
Q003316,Check inventory for charcoal bermuda could you,get_stock,"{""product"": ""bermuda"", ""category"": ""shorts"", ""color"": ""charcoal"", ""size"": ""XS"", ""quantity"": 291}","Yes, we have 291 charcoal bermuda in XS."
Q003317,What are today's sales for hoodie?,get_sales_summary,"{""product"": ""hoodie"", ""category"": ""hoodies"", ""supplier"": ""StyleCraft"", ""quantity"": 70, ""revenue"": 819.73}",Hoodie is performing well with 70 units sold.
Q003318,Show me best sellers,get_best_seller,"{""product"": ""gown"", ""category"": ""dresses"", ""color"": ""green"", ""size"": ""S"", ""supplier"": ""UrbanTex""}","Top seller: green gown, 480 sold this month."
Q003319,Restock request for sweater,create_reorder,"{""product"": ""sweater"", ""category"": ""sweaters"", ""quantity"": 25}",Restocking 25 sweater - order submitted.
Q003320,"Hey there, supplier for cardigan",get_supplier_info,"{""product"": ""cardigan"", ""category"": ""sweaters"", ""color"": ""charcoal"", ""supplier"": ""ApparelPro""}","Supplier: ApparelPro, email: mike.davis@apparelpro.com."
Q003321,What items are flying off the shelves?,get_best_seller,"{""product"": ""shorts"", ""category"": ""shorts"", ""color"": ""pink"", ""size"": ""medium""}","Best performer: shorts, 376 units moved."
Q003322,Create PO for brown cardigan,create_reorder,"{""product"": ""cardigan"", ""category"": ""sweaters"", ""color"": ""brown"", ""quantity"": 256}","PO created: 256 units, delivery in 19 days."
Q003323,How much rain jacket stock do we have?,get_stock,"{""product"": ""rain jacket"", ""category"": ""outerwear"", ""color"": ""red"", ""size"": ""extra large"", ""supplier"": ""GarmentCo"", ""quantity"": 381}","Yes, 381 rain jacket in stock right now."
Q003324,Track shipment for shirt,get_delivery_status,"{""product"": ""shirt"", ""category"": ""t-shirts"", ""color"": ""white"", ""delivery_date"": ""2025-11-04"", ""days_until_delivery"": 3}","Shirt order is in transit, ETA 3 days."
