supplier_id,supplier_name,contact_name,contact_email,phone_number,address,city,state,product_categories_supplied,purchase_order_id,order_date,delivery_date,status,total_cost,payment_status
SUP00120,TextilePlus International,Anthony Robinson,anthony.robinson@textileplusinte.com,(549) 361-7062,5205 Distribution Dr,Philadelphia,PA,"Activewear, Outerwear, T-Shirts",PO0001868,2024-02-03,2024-02-04,Pending,1499.84,Pending
SUP00022,StyleCraft Imports,Paul Turner,paul.turner@stylecraftimpor.com,(215) 295-4872,2824 Logistics Pkwy,Fresno,CA,"Jeans, Shorts",PO0001869,2024-04-15,2024-04-16,Delivered,1264.04,Paid
SUP00104,QualityApparel Partners,Deborah Campbell,deborah.campbell@qualityapparelp.com,(358) 624-2622,8117 Fourth St,Louisville,KY,"Jackets, Jeans, Shirts, Sweaters",PO0001870,2024-08-23,2024-09-05,Shipped,5000.0,Pending
SUP00087,ChicTextiles Group,Melissa Phillips,melissa.phillips@chictextilesgro.com,(590) 595-3492,8215 Oak Ave,San Diego,CA,"Activewear, Sweaters",PO0001871,2024-01-01,2024-01-10,Delivered,1457.08,Paid
SUP00150,FabricWorks Solutions,Lisa Jones,lisa.jones@fabricworkssolu.com,(738) 757-9312,8416 Second St,New York,NY,"Jeans, Skirts",PO0001872,2024-02-05,2024-02-14,Delivered,853.21,Paid
SUP00066,PremiumFabrics Trading,George Robinson,george.robinson@premiumfabricst.com,(477) 513-5118,3877 Cedar Ln,Fort Worth,TX,"Dresses, Outerwear",PO0001873,2023-12-21,2024-01-01,Shipped,267.29,Pending
SUP00065,UrbanWear Inc.,Karen Nelson,karen.nelson@urbanwearinc.com,(795) 577-8753,9168 First Ave,Detroit,MI,"Dresses, Outerwear",PO0001874,2023-11-15,2023-12-03,Shipped,500.76,Paid
SUP00014,ProStyle Inc.,Barbara White,barbara.white@prostyleinc.com,(980) 365-9837,8789 Main St,El Paso,TX,"Hoodies, Sweaters",PO0001875,2024-08-09,2024-08-19,Shipped,468.87,Paid
SUP00072,SwiftFashion Partners,Patricia Flores,patricia.flores@swiftfashionpar.com,(957) 301-4404,3557 Business Park Rd,Philadelphia,PA,T-Shirts,PO0001876,2023-12-14,2023-12-31,Delivered,2020.41,Pending
SUP00078,VogueSupply Group,Sarah Lopez,sarah.lopez@voguesupplygrou.com,(799) 646-9056,1594 Broadway,Detroit,MI,"Accessories, Sweaters",PO0001877,2024-01-13,2024-01-21,Shipped,389.97,Pending
SUP00070,TrendyTextiles Group,Robert Torres,robert.torres@trendytextilesg.com,(844) 902-1878,2585 Park Blvd,Boston,MA,Shirts,PO0001878,2024-01-18,2024-02-06,Delivered,1434.01,Pending
SUP00054,FabricWorks Imports,Margaret Rodriguez,margaret.rodriguez@fabricworksimpo.com,(672) 386-1823,4362 Supply Chain Ave,El Paso,TX,Sweaters,PO0001879,2024-02-27,2024-03-15,Shipped,670.18,Pending
SUP00099,GarmentHub LLC,Sharon Hernandez,sharon.hernandez@garmenthubllc.com,(463) 693-5835,5649 Cedar Ln,Albuquerque,NM,"Dresses, Shirts, Shorts, T-Shirts",PO0001880,2024-09-13,2024-09-21,Delivered,4938.35,Paid
SUP00142,ModaSupply Textiles,Charles Roberts,charles.roberts@modasupplytexti.com,(591) 714-9641,6959 Washington St,Fort Worth,TX,"Jackets, Jeans, T-Shirts",PO0001881,2024-09-09,2024-09-23,Shipped,2766.52,Partial
SUP00142,ModaSupply Textiles,Charles Roberts,charles.roberts@modasupplytexti.com,(591) 714-9641,6959 Washington St,Fort Worth,TX,"Jackets, Jeans, T-Shirts",PO0001882,2024-04-01,2024-04-01,Cancelled,2683.76,Partial
SUP00079,ThreadLine Apparel,David Perez,david.perez@threadlineappar.com,(621) 910-9117,4822 Supply Chain Ave,Oakland,CA,Hoodies,PO0001883,2024-01-10,2024-01-29,Delivered,839.41,Paid
SUP00042,ClothingDirect Inc.,Margaret Gomez,margaret.gomez@clothingdirecti.com,(793) 821-6279,7718 Market St,Milwaukee,WI,"Dresses, Skirts",PO0001884,2024-09-10,2024-09-30,Pending,2716.81,Pending
SUP00022,StyleCraft Imports,Paul Turner,paul.turner@stylecraftimpor.com,(215) 295-4872,2824 Logistics Pkwy,Fresno,CA,"Jeans, Shorts",PO0001885,2024-01-23,2024-01-31,Shipped,577.74,Paid
SUP00089,FabricWorks Group,Timothy Taylor,timothy.taylor@fabricworksgrou.com,(546) 838-7512,1415 Distribution Dr,Miami,FL,"Accessories, Sweaters",PO0001886,2024-03-08,2024-03-29,Pending,402.56,Pending
SUP00104,QualityApparel Partners,Deborah Campbell,deborah.campbell@qualityapparelp.com,(358) 624-2622,8117 Fourth St,Louisville,KY,"Jackets, Jeans, Shirts, Sweaters",PO0001887,2024-08-27,2024-09-01,Pending,652.33,Pending
SUP00044,ClassicThreads LLC,Joseph Phillips,joseph.phillips@classicthreadsl.com,(403) 350-1400,857 Commerce Dr,Tucson,AZ,"Hoodies, Skirts",PO0001888,2024-09-23,2024-09-27,Delivered,585.79,Paid
SUP00084,FashionHub Group,Emily Martinez,emily.martinez@fashionhubgroup.com,(592) 395-9327,2336 Maple Dr,Seattle,WA,"Dresses, Shorts, Sweaters",PO0001889,2024-02-28,2024-03-14,Pending,819.84,Pending
SUP00070,TrendyTextiles Group,Robert Torres,robert.torres@trendytextilesg.com,(844) 902-1878,2585 Park Blvd,Boston,MA,Shirts,PO0001890,2023-12-08,2023-12-19,Delivered,531.59,Paid
SUP00132,VogueSupply Apparel,Jeffrey Garcia,jeffrey.garcia@voguesupplyappa.com,(829) 808-9307,6399 Market St,Oakland,CA,"Jeans, Outerwear, Shirts, Skirts",PO0001891,2024-03-11,2024-03-15,Delivered,1506.22,Paid
SUP00102,VogueSupply Supply Co.,Kevin Evans,kevin.evans@voguesupplysupp.com,(675) 917-5951,6789 Cedar Ln,San Diego,CA,Jeans,PO0001892,2024-07-08,2024-07-18,Pending,1022.71,Partial
SUP00086,RetailFabrics Solutions,Matthew Robinson,matthew.robinson@retailfabricsso.com,(529) 393-4912,9468 Supply Chain Ave,Charlotte,NC,"Jeans, Shorts, Sweaters",PO0001893,2024-09-03,2024-09-15,Delivered,331.44,Paid
SUP00101,SwiftFashion International,Jason Green,jason.green@swiftfashionint.com,(580) 310-4830,7824 Main St,Oakland,CA,"Activewear, Shirts",PO0001894,2024-06-10,2024-06-30,Delivered,595.04,Paid
SUP00095,TextileTrade Group,Michael Thomas,michael.thomas@textiletradegro.com,(590) 785-6881,9517 Trade Center Blvd,Denver,CO,Accessories,PO0001895,2024-03-22,2024-03-31,Shipped,1205.06,Pending
SUP00044,ClassicThreads LLC,Joseph Phillips,joseph.phillips@classicthreadsl.com,(403) 350-1400,857 Commerce Dr,Tucson,AZ,"Hoodies, Skirts",PO0001896,2024-05-02,2024-05-17,Shipped,1165.38,Paid
SUP00095,TextileTrade Group,Michael Thomas,michael.thomas@textiletradegro.com,(590) 785-6881,9517 Trade Center Blvd,Denver,CO,Accessories,PO0001897,2024-10-07,2024-10-16,Delivered,4132.39,Paid
SUP00090,UrbanWear Industries,Ronald Young,ronald.young@urbanwearindust.com,(754) 236-2121,3946 Trade Center Blvd,Charlotte,NC,"Accessories, Hoodies, Shorts",PO0001898,2024-08-17,2024-08-30,Delivered,753.69,Paid
SUP00005,FabricWorks Solutions,Charles Turner,charles.turner@fabricworkssolu.com,(843) 833-6925,9559 Industrial Way,Phoenix,AZ,Shirts,PO0001899,2023-12-27,2024-01-15,Delivered,1593.71,Paid
SUP00018,SwiftFashion Solutions,Joseph Nguyen,joseph.nguyen@swiftfashionsol.com,(425) 207-2163,1064 Commerce Dr,Phoenix,AZ,"Dresses, Hoodies, Shirts, Sweaters",PO0001900,2024-03-03,2024-03-15,Delivered,2136.77,Paid
SUP00123,StyleCraft Distributors,Susan Martin,susan.martin@stylecraftdistr.com,(416) 985-3248,4286 Trade Center Blvd,El Paso,TX,Skirts,PO0001901,2023-11-22,2023-12-04,Delivered,733.85,Paid
SUP00129,DenimSource Partners,Barbara Carter,barbara.carter@denimsourcepart.com,(977) 871-2234,3002 Broadway,Albuquerque,NM,"Activewear, Outerwear, Skirts",PO0001902,2023-11-21,2023-12-04,Delivered,1036.83,Paid
SUP00102,VogueSupply Supply Co.,Kevin Evans,kevin.evans@voguesupplysupp.com,(675) 917-5951,6789 Cedar Ln,San Diego,CA,Jeans,PO0001903,2023-11-15,2023-11-22,Pending,2076.32,Partial
SUP00012,MetroTextiles LLC,Emily Parker,emily.parker@metrotextilesll.com,(211) 896-2876,8897 Business Park Rd,Nashville,TN,Shorts,PO0001904,2024-05-31,2024-06-01,Delivered,1606.33,Paid
SUP00125,StyleCraft International,Mary Robinson,mary.robinson@stylecraftinter.com,(279) 520-8033,9494 Supply Chain Ave,Louisville,KY,Shorts,PO0001905,2024-04-26,2024-05-08,Shipped,1883.39,Paid
SUP00009,TextilePlus Industries,Andrew Rivera,andrew.rivera@textileplusindu.com,(522) 417-9179,6582 Market St,San Jose,CA,Shirts,PO0001906,2024-06-23,2024-07-02,Shipped,360.63,Pending
SUP00125,StyleCraft International,Mary Robinson,mary.robinson@stylecraftinter.com,(279) 520-8033,9494 Supply Chain Ave,Louisville,KY,Shorts,PO0001907,2024-09-28,2024-10-09,Delivered,2149.28,Paid
SUP00030,StyleSource Supply Co.,Deborah Scott,deborah.scott@stylesourcesupp.com,(359) 478-5616,3550 Distribution Dr,Columbus,OH,"Dresses, Jackets",PO0001908,2024-07-14,2024-07-17,Delivered,5000.0,Paid
SUP00122,ThreadLine Trading,Margaret Davis,margaret.davis@threadlinetradi.com,(490) 894-8972,8733 Trade Center Blvd,Houston,TX,Activewear,PO0001909,2024-02-26,2024-03-08,Pending,2787.98,Pending
SUP00098,ChicTextiles Wholesale,Jennifer Jackson,jennifer.jackson@chictextileswho.com,(534) 965-7807,2977 Industrial Way,San Diego,CA,"Accessories, Dresses, Sweaters",PO0001910,2024-04-10,2024-04-30,Shipped,2096.31,Paid
SUP00043,FashionForward Industries,Timothy Mitchell,timothy.mitchell@fashionforwardi.com,(373) 874-2389,4749 First Ave,Nashville,TN,Shirts,PO0001911,2024-10-29,2024-11-14,Delivered,1270.89,Pending
SUP00115,FabricWorks International,Michael Mitchell,michael.mitchell@fabricworksinte.com,(956) 581-3131,9215 Oak Ave,Oakland,CA,"Accessories, Hoodies",PO0001912,2024-01-27,2024-02-15,Delivered,343.5,Partial
SUP00104,QualityApparel Partners,Deborah Campbell,deborah.campbell@qualityapparelp.com,(358) 624-2622,8117 Fourth St,Louisville,KY,"Jackets, Jeans, Shirts, Sweaters",PO0001913,2024-08-14,2024-08-24,Delivered,1440.12,Paid
SUP00106,TextileTrade Apparel,Sandra Garcia,sandra.garcia@textiletradeapp.com,(878) 417-1349,928 Distribution Dr,San Francisco,CA,"Activewear, Dresses, Hoodies, Shirts",PO0001914,2024-02-11,2024-02-28,Delivered,3790.47,Paid
SUP00127,TrendyTextiles Solutions,Jennifer Sanchez,jennifer.sanchez@trendytextiless.com,(517) 963-6562,3730 Distribution Dr,Austin,TX,Accessories,PO0001915,2024-01-15,2024-01-26,Shipped,717.48,Partial
SUP00013,DenimSource Group,James Campbell,james.campbell@denimsourcegrou.com,(936) 469-9201,3027 First Ave,San Antonio,TX,"Accessories, Dresses, Jackets",PO0001916,2024-03-31,2024-04-20,Pending,998.57,Partial
SUP00068,ClothingDirect Inc.,Lisa Lopez,lisa.lopez@clothingdirecti.com,(509) 214-9751,2173 Business Park Rd,Houston,TX,"Dresses, Jackets, Skirts, T-Shirts",PO0001917,2023-11-22,2023-11-30,Delivered,1053.78,Paid
SUP00076,UrbanWear International,Sarah Allen,sarah.allen@urbanwearintern.com,(752) 705-8172,1417 Fourth St,Houston,TX,"Activewear, Outerwear, Sweaters",PO0001918,2024-10-22,2024-10-30,Shipped,1189.0,Pending
SUP00033,StyleSource Wholesale,Paul Williams,paul.williams@stylesourcewhol.com,(578) 796-3426,7141 Park Blvd,Houston,TX,"Jeans, Sweaters",PO0001919,2023-11-08,2023-11-18,Pending,863.7,Pending
SUP00127,TrendyTextiles Solutions,Jennifer Sanchez,jennifer.sanchez@trendytextiless.com,(517) 963-6562,3730 Distribution Dr,Austin,TX,Accessories,PO0001920,2024-06-01,2024-06-19,Delivered,2155.74,Paid
SUP00121,StyleCraft Imports,Jennifer Moore,jennifer.moore@stylecraftimpor.com,(653) 877-7947,8057 Fourth St,Milwaukee,WI,"Dresses, Shirts",PO0001921,2024-08-25,2024-09-07,Delivered,1606.81,Partial
SUP00111,TextileTrade International,Margaret Baker,margaret.baker@textiletradeint.com,(310) 702-8267,1304 Maple Dr,El Paso,TX,"Hoodies, T-Shirts",PO0001922,2024-10-28,2024-11-09,Shipped,418.24,Paid
SUP00139,ApparelPro Supply Co.,Charles Diaz,charles.diaz@apparelprosuppl.com,(303) 719-9843,8726 Oak Ave,Nashville,TN,"Activewear, Outerwear, T-Shirts",PO0001923,2024-03-01,2024-03-12,Pending,1608.44,Pending
SUP00054,FabricWorks Imports,Margaret Rodriguez,margaret.rodriguez@fabricworksimpo.com,(672) 386-1823,4362 Supply Chain Ave,El Paso,TX,Sweaters,PO0001924,2024-10-26,2024-11-03,Delivered,382.31,Paid
SUP00139,ApparelPro Supply Co.,Charles Diaz,charles.diaz@apparelprosuppl.com,(303) 719-9843,8726 Oak Ave,Nashville,TN,"Activewear, Outerwear, T-Shirts",PO0001925,2024-07-18,2024-08-03,Pending,1307.04,Partial
SUP00031,GlobalGarments LLC,Jeffrey Brown,jeffrey.brown@globalgarmentsl.com,(294) 849-7939,4633 Oak Ave,Los Angeles,CA,"Accessories, T-Shirts",PO0001926,2024-04-28,2024-05-16,Shipped,991.45,Paid
SUP00127,TrendyTextiles Solutions,Jennifer Sanchez,jennifer.sanchez@trendytextiless.com,(517) 963-6562,3730 Distribution Dr,Austin,TX,Accessories,PO0001927,2024-06-24,2024-07-14,Delivered,1289.02,Paid
SUP00150,FabricWorks Solutions,Lisa Jones,lisa.jones@fabricworkssolu.com,(738) 757-9312,8416 Second St,New York,NY,"Jeans, Skirts",PO0001928,2023-11-13,2023-12-01,Delivered,1978.02,Pending
SUP00066,PremiumFabrics Trading,George Robinson,george.robinson@premiumfabricst.com,(477) 513-5118,3877 Cedar Ln,Fort Worth,TX,"Dresses, Outerwear",PO0001929,2024-10-28,2024-11-12,Pending,518.86,Pending
SUP00076,UrbanWear International,Sarah Allen,sarah.allen@urbanwearintern.com,(752) 705-8172,1417 Fourth St,Houston,TX,"Activewear, Outerwear, Sweaters",PO0001930,2023-11-16,2023-12-06,Delivered,640.19,Partial
SUP00148,VogueSupply Textiles,Michelle Robinson,michelle.robinson@voguesupplytext.com,(264) 313-9189,9876 Second St,New York,NY,"Activewear, Shirts",PO0001931,2024-02-20,2024-03-06,Delivered,5000.0,Paid
SUP00033,StyleSource Wholesale,Paul Williams,paul.williams@stylesourcewhol.com,(578) 796-3426,7141 Park Blvd,Houston,TX,"Jeans, Sweaters",PO0001932,2024-07-19,2024-08-02,Delivered,1723.51,Paid
SUP00044,ClassicThreads LLC,Joseph Phillips,joseph.phillips@classicthreadsl.com,(403) 350-1400,857 Commerce Dr,Tucson,AZ,"Hoodies, Skirts",PO0001933,2023-11-05,2023-12-05,Delivered,517.38,Paid
SUP00013,DenimSource Group,James Campbell,james.campbell@denimsourcegrou.com,(936) 469-9201,3027 First Ave,San Antonio,TX,"Accessories, Dresses, Jackets",PO0001934,2023-12-04,2023-12-21,Shipped,370.23,Paid
SUP00147,EliteClothing Manufacturing,Joshua King,joshua.king@eliteclothingma.com,(633) 313-5720,3993 Trade Center Blvd,Dallas,TX,Shorts,PO0001935,2024-02-01,2024-02-19,Delivered,1983.18,Paid
SUP00017,TrendyTextiles Imports,Carol White,carol.white@trendytextilesi.com,(648) 729-8397,2082 Commerce Dr,Charlotte,NC,Jeans,PO0001936,2024-05-26,2024-06-14,Delivered,1043.88,Pending
SUP00048,ApparelSource Industries,Emily Lewis,emily.lewis@apparelsourcein.com,(362) 961-8777,7473 Business Park Rd,San Francisco,CA,"Dresses, Jackets, Skirts",PO0001937,2024-07-01,2024-07-06,Shipped,1178.41,Paid
SUP00029,ApparelSource Solutions,Melissa Martin,melissa.martin@apparelsourceso.com,(826) 869-9666,228 Second St,Boston,MA,"Hoodies, Jackets, Outerwear, T-Shirts",PO0001938,2024-06-09,2024-06-18,Shipped,700.51,Paid
SUP00030,StyleSource Supply Co.,Deborah Scott,deborah.scott@stylesourcesupp.com,(359) 478-5616,3550 Distribution Dr,Columbus,OH,"Dresses, Jackets",PO0001939,2024-09-28,2024-10-01,Delivered,1738.66,Paid
SUP00005,FabricWorks Solutions,Charles Turner,charles.turner@fabricworkssolu.com,(843) 833-6925,9559 Industrial Way,Phoenix,AZ,Shirts,PO0001940,2024-09-07,2024-09-09,Pending,879.77,Pending
SUP00026,ProStyle Supply Co.,Anthony Nelson,anthony.nelson@prostylesupplyc.com,(797) 778-9565,5283 Business Park Rd,Columbus,OH,"Shirts, Sweaters",PO0001941,2024-07-29,2024-08-10,Shipped,1158.26,Partial
SUP00094,DenimSource Supply Co.,Mark Thompson,mark.thompson@denimsourcesupp.com,(801) 506-7951,4197 Market St,Boston,MA,Shorts,PO0001942,2024-05-11,2024-05-14,Shipped,1276.8,Pending
SUP00022,StyleCraft Imports,Paul Turner,paul.turner@stylecraftimpor.com,(215) 295-4872,2824 Logistics Pkwy,Fresno,CA,"Jeans, Shorts",PO0001943,2024-02-21,2024-03-19,Delivered,388.12,Paid
SUP00090,UrbanWear Industries,Ronald Young,ronald.young@urbanwearindust.com,(754) 236-2121,3946 Trade Center Blvd,Charlotte,NC,"Accessories, Hoodies, Shorts",PO0001944,2024-06-14,2024-06-20,Delivered,2441.04,Paid
SUP00088,TextileTrade Supply Co.,Laura Diaz,laura.diaz@textiletradesup.com,(650) 302-9617,7586 Main St,San Jose,CA,"Accessories, T-Shirts",PO0001945,2024-08-03,2024-08-07,Shipped,5000.0,Paid
SUP00043,FashionForward Industries,Timothy Mitchell,timothy.mitchell@fashionforwardi.com,(373) 874-2389,4749 First Ave,Nashville,TN,Shirts,PO0001946,2024-02-02,2024-02-21,Delivered,5000.0,Paid
SUP00098,ChicTextiles Wholesale,Jennifer Jackson,jennifer.jackson@chictextileswho.com,(534) 965-7807,2977 Industrial Way,San Diego,CA,"Accessories, Dresses, Sweaters",PO0001947,2024-09-10,2024-09-21,Delivered,1140.59,Paid
SUP00064,EliteClothing Textiles,Jessica Hall,jessica.hall@eliteclothingte.com,(687) 861-9041,7442 Main St,Philadelphia,PA,Shorts,PO0001948,2024-06-18,2024-06-22,Pending,611.46,Pending
SUP00020,ClassicThreads International,Daniel Ramirez,daniel.ramirez@classicthreadsi.com,(620) 678-1887,1712 Oak Ave,Memphis,TN,"Accessories, Hoodies, Shirts",PO0001949,2024-07-10,2024-07-17,Pending,1185.68,Paid
SUP00147,EliteClothing Manufacturing,Joshua King,joshua.king@eliteclothingma.com,(633) 313-5720,3993 Trade Center Blvd,Dallas,TX,Shorts,PO0001950,2024-07-04,2024-08-05,Pending,792.46,Pending
SUP00137,TrendyTextiles Wholesale,Joshua Rivera,joshua.rivera@trendytextilesw.com,(286) 517-7171,5481 Park Blvd,Atlanta,GA,Accessories,PO0001951,2024-08-16,2024-09-04,Delivered,859.12,Paid
SUP00098,ChicTextiles Wholesale,Jennifer Jackson,jennifer.jackson@chictextileswho.com,(534) 965-7807,2977 Industrial Way,San Diego,CA,"Accessories, Dresses, Sweaters",PO0001952,2024-03-25,2024-04-05,Delivered,417.48,Paid
SUP00099,GarmentHub LLC,Sharon Hernandez,sharon.hernandez@garmenthubllc.com,(463) 693-5835,5649 Cedar Ln,Albuquerque,NM,"Dresses, Shirts, Shorts, T-Shirts",PO0001953,2024-05-26,2024-06-09,Delivered,941.94,Paid
SUP00053,GlobalGarments Distributors,Matthew Perez,matthew.perez@globalgarmentsd.com,(884) 895-7624,2804 Market St,San Diego,CA,"Accessories, Dresses, Jeans, Shorts",PO0001954,2024-07-06,2024-07-26,Delivered,206.25,Paid
SUP00044,ClassicThreads LLC,Joseph Phillips,joseph.phillips@classicthreadsl.com,(403) 350-1400,857 Commerce Dr,Tucson,AZ,"Hoodies, Skirts",PO0001955,2024-10-17,2024-10-19,Pending,2644.1,Partial
SUP00040,ProStyle Trading,Brian Diaz,brian.diaz@prostyletrading.com,(327) 937-5920,8408 Trade Center Blvd,Louisville,KY,"Jackets, Outerwear",PO0001956,2024-08-28,2024-09-16,Delivered,521.2,Paid
SUP00075,VogueSupply Wholesale,Sarah Evans,sarah.evans@voguesupplywhol.com,(345) 273-1977,2818 Trade Center Blvd,Denver,CO,"Jackets, Skirts",PO0001957,2023-11-26,2023-12-06,Shipped,2311.0,Pending
SUP00125,StyleCraft International,Mary Robinson,mary.robinson@stylecraftinter.com,(279) 520-8033,9494 Supply Chain Ave,Louisville,KY,Shorts,PO0001958,2024-10-17,2024-10-31,Delivered,447.82,Paid
SUP00058,SwiftFashion Distributors,Karen Torres,karen.torres@swiftfashiondis.com,(893) 584-7498,3349 Maple Dr,San Francisco,CA,Jackets,PO0001959,2024-10-24,2024-10-26,Pending,3609.95,Partial
SUP00134,FashionHub Manufacturing,Mark Lewis,mark.lewis@fashionhubmanuf.com,(736) 735-3600,6062 Warehouse Ln,Denver,CO,"Accessories, Sweaters",PO0001960,2024-10-31,2024-11-19,Delivered,3172.66,Paid
SUP00080,PremiumFabrics LLC,Christopher Davis,christopher.davis@premiumfabricsl.com,(991) 613-9431,118 Second St,Albuquerque,NM,"Dresses, Shirts",PO0001961,2023-11-25,2023-12-08,Delivered,1368.85,Partial
SUP00003,GarmentCo Textiles,Laura Smith,laura.smith@garmentcotextil.com,(977) 363-7924,5674 Business Park Rd,San Jose,CA,Sweaters,PO0001962,2024-03-04,2024-03-04,Cancelled,1863.26,Partial
SUP00059,TextileTrade Imports,Joshua Phillips,joshua.phillips@textiletradeimp.com,(323) 779-1672,5788 Second St,Baltimore,MD,"Dresses, Hoodies",PO0001963,2024-05-25,2024-05-27,Delivered,552.74,Paid
SUP00039,TextilePlus LLC,John Rivera,john.rivera@textileplusllc.com,(646) 201-9518,8921 Industrial Way,Portland,OR,"Accessories, Sweaters",PO0001964,2024-06-05,2024-06-24,Delivered,874.13,Paid
SUP00134,FashionHub Manufacturing,Mark Lewis,mark.lewis@fashionhubmanuf.com,(736) 735-3600,6062 Warehouse Ln,Denver,CO,"Accessories, Sweaters",PO0001965,2024-10-01,2024-10-10,Pending,1589.96,Partial
SUP00071,ThreadLine Solutions,Ronald Clark,ronald.clark@threadlinesolut.com,(820) 810-4697,8661 Supply Chain Ave,Milwaukee,WI,"Activewear, Jackets, Outerwear, Shorts",PO0001966,2024-02-07,2024-02-23,Pending,5000.0,Pending
SUP00004,ThreadLine Supply Co.,Matthew Miller,matthew.miller@threadlinesuppl.com,(567) 552-5333,811 Market St,Miami,FL,Shorts,PO0001967,2024-06-18,2024-06-23,Shipped,5000.0,Pending
SUP00017,TrendyTextiles Imports,Carol White,carol.white@trendytextilesi.com,(648) 729-8397,2082 Commerce Dr,Charlotte,NC,Jeans,PO0001968,2024-07-09,2024-07-12,Shipped,421.56,Partial
SUP00040,ProStyle Trading,Brian Diaz,brian.diaz@prostyletrading.com,(327) 937-5920,8408 Trade Center Blvd,Louisville,KY,"Jackets, Outerwear",PO0001969,2024-10-15,2024-10-28,Shipped,1793.7,Partial
SUP00040,ProStyle Trading,Brian Diaz,brian.diaz@prostyletrading.com,(327) 937-5920,8408 Trade Center Blvd,Louisville,KY,"Jackets, Outerwear",PO0001970,2024-01-02,2024-01-15,Delivered,816.34,Partial
SUP00077,GarmentCo Distributors,Jennifer Anderson,jennifer.anderson@garmentcodistri.com,(890) 789-1339,4515 Third Ave,Houston,TX,"Dresses, Skirts, T-Shirts",PO0001971,2024-07-13,2024-07-13,Cancelled,1228.7,Pending
SUP00018,SwiftFashion Solutions,Joseph Nguyen,joseph.nguyen@swiftfashionsol.com,(425) 207-2163,1064 Commerce Dr,Phoenix,AZ,"Dresses, Hoodies, Shirts, Sweaters",PO0001972,2024-02-27,2024-02-29,Shipped,495.29,Pending
SUP00120,TextilePlus International,Anthony Robinson,anthony.robinson@textileplusinte.com,(549) 361-7062,5205 Distribution Dr,Philadelphia,PA,"Activewear, Outerwear, T-Shirts",PO0001973,2024-03-04,2024-03-18,Delivered,717.78,Paid
SUP00083,FabricWorks Inc.,Sharon Davis,sharon.davis@fabricworksinc.com,(672) 320-3522,8265 Trade Center Blvd,Sacramento,CA,"Accessories, Shorts, Skirts",PO0001974,2023-11-23,2023-12-10,Shipped,315.5,Paid
SUP00043,FashionForward Industries,Timothy Mitchell,timothy.mitchell@fashionforwardi.com,(373) 874-2389,4749 First Ave,Nashville,TN,Shirts,PO0001975,2024-08-19,2024-08-20,Shipped,2305.42,Partial
SUP00140,TrendyTextiles Wholesale,David Lopez,david.lopez@trendytextilesw.com,(909) 989-3712,7270 Oak Ave,Louisville,KY,"Outerwear, Shirts",PO0001976,2024-04-29,2024-05-14,Delivered,5000.0,Paid
SUP00027,GarmentCo International,William Nelson,william.nelson@garmentcointern.com,(860) 507-8491,5280 Maple Dr,Los Angeles,CA,"Activewear, Hoodies",PO0001977,2024-03-30,2024-04-23,Delivered,569.93,Paid
SUP00103,ClothingDirect Group,Linda Miller,linda.miller@clothingdirectg.com,(440) 750-3222,6467 Market St,Portland,OR,"Dresses, Outerwear",PO0001978,2023-11-14,2023-12-07,Delivered,1345.34,Paid
SUP00030,StyleSource Supply Co.,Deborah Scott,deborah.scott@stylesourcesupp.com,(359) 478-5616,3550 Distribution Dr,Columbus,OH,"Dresses, Jackets",PO0001979,2024-08-08,2024-09-03,Pending,522.25,Pending
SUP00003,GarmentCo Textiles,Laura Smith,laura.smith@garmentcotextil.com,(977) 363-7924,5674 Business Park Rd,San Jose,CA,Sweaters,PO0001980,2024-01-27,2024-02-07,Pending,340.01,Paid
SUP00030,StyleSource Supply Co.,Deborah Scott,deborah.scott@stylesourcesupp.com,(359) 478-5616,3550 Distribution Dr,Columbus,OH,"Dresses, Jackets",PO0001981,2024-05-15,2024-05-16,Delivered,930.82,Paid
SUP00018,SwiftFashion Solutions,Joseph Nguyen,joseph.nguyen@swiftfashionsol.com,(425) 207-2163,1064 Commerce Dr,Phoenix,AZ,"Dresses, Hoodies, Shirts, Sweaters",PO0001982,2024-02-24,2024-02-26,Pending,579.87,Pending
SUP00139,ApparelPro Supply Co.,Charles Diaz,charles.diaz@apparelprosuppl.com,(303) 719-9843,8726 Oak Ave,Nashville,TN,"Activewear, Outerwear, T-Shirts",PO0001983,2024-08-20,2024-09-02,Delivered,3474.55,Paid
SUP00110,ModaSupply Solutions,Joseph Flores,joseph.flores@modasupplysolut.com,(244) 944-9543,5041 Market St,New York,NY,Skirts,PO0001984,2024-10-16,2024-11-01,Shipped,3442.11,Partial
SUP00069,ThreadLine Apparel,James Torres,james.torres@threadlineappar.com,(491) 680-8843,7316 Distribution Dr,Jacksonville,FL,"Activewear, Hoodies, Jackets, Skirts",PO0001985,2024-01-19,2024-02-03,Shipped,1255.58,Paid
SUP00092,MetroTextiles International,Andrew Baker,andrew.baker@metrotextilesin.com,(384) 374-3868,1393 Fourth St,Las Vegas,NV,"Shirts, Skirts",PO0001986,2024-01-30,2024-02-12,Delivered,1472.78,Paid
SUP00003,GarmentCo Textiles,Laura Smith,laura.smith@garmentcotextil.com,(977) 363-7924,5674 Business Park Rd,San Jose,CA,Sweaters,PO0001987,2024-04-03,2024-04-19,Delivered,751.81,Paid
