product_id,name,category,sub_category,color,size,cost_price,selling_price,stock_quantity,reorder_threshold,supplier_id,last_restock_date,location,barcode
CLO-11336,Beige Blouse,Tops,Blouse,Beige,M,21.0,46.0,140,10,SUP-016,2025-10-12,Palo Alto Outlet,8671200720245
CLO-11337,Black Jeans,Bottomwear,Jeans,Black,L,32.0,66.0,360,16,SUP-017,2025-09-02,Online Warehouse,5910245109109
CLO-11338,Navy Capit Cap,Accessories,Cap,Navy,XXL,11.0,22.0,40,5,SUP-018,2025-08-30,SF Downtown Store,0326714949819
CLO-11339,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,62.0,240,15,SUP-010,2025-09-18,SF Downtown Store,4217942817934
CLO-11340,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,55.0,120,12,SUP-013,2025-09-24,Palo Alto Outlet,0652775844663
CLO-11341,Red Silk Blouse,Tops,Blouse,Red,S,18.0,40.0,180,14,SUP-007,2025-08-02,Online Warehouse,4533722010912
CLO-11342,White V-Neck T-Shirt,Tops,T-Shirt,White,M,5.5,12.0,420,10,SUP-003,2025-10-02,SF Downtown Store,1722145593766
CLO-11343,Gray Sweatshirt Jacket,Jackets,Coat,Gray,XL,30.0,74.0,60,8,SUP-011,2025-07-19,Palo Alto Outlet,1894370526351
CLO-11344,Beige Linen Shirt,Tops,Shirt,Beige,S,25.0,52.0,160,12,SUP-005,2025-10-11,Online Warehouse,0046277657256
CLO-11345,Navy Cap,Accessories,Cap,Navy,L,6.0,14.0,90,6,SUP-002,2025-06-17,SF Downtown Store,5920246175202
CLO-11346,Blue Slim Jeans,Bottomwear,Jeans,Blue,S,27.0,60.0,280,14,SUP-014,2025-08-28,Palo Alto Outlet,3897432600559
CLO-11347,Black Belt,Accessories,Belt,Black,M,8.0,20.0,110,8,SUP-018,2025-09-09,Online Warehouse,5501783325848
CLO-11348,Green Cardigan,Jackets,Cardigan,Green,M,22.5,57.0,70,7,SUP-006,2025-07-02,SF Downtown Store,6899936079848
CLO-11349,Purple Tank Top,Tops,Tank Top,Purple,XS,7.0,15.0,210,11,SUP-009,2025-10-01,Online Warehouse,7045069176799
CLO-11350,White Linen Shorts,Bottomwear,Shorts,White,M,15.0,32.0,90,9,SUP-004,2025-08-14,Palo Alto Outlet,3593744039464
CLO-11351,Blue Denim Jacket,Jackets,Jacket,Blue,L,40.0,95.0,45,6,SUP-012,2025-06-25,SF Downtown Store,0830373606014
CLO-11352,Black Leather Belt,Accessories,Belt,Black,XL,12.0,28.0,70,5,SUP-016,2025-09-12,Online Warehouse,8860849079388
CLO-11353,Red Cap,Accessories,Cap,Red,S,5.0,12.0,40,6,SUP-008,2025-07-28,SF Downtown Store,4136852830615
CLO-11354,Gray Hoodie,Jackets,Hoodie,Gray,M,18.0,40.0,150,10,SUP-019,2025-09-05,Palo Alto Outlet,3701242446263
CLO-11355,Beige Blouse,Tops,Blouse,Beige,L,16.0,34.0,130,10,SUP-017,2025-08-08,Online Warehouse,2514488112103
CLO-11356,Yellow Tank Top,Tops,Tank Top,Yellow,XS,6.0,14.0,100,8,SUP-001,2025-10-07,SF Downtown Store,1421751887817
CLO-11357,Blue Cardigan,Jackets,Cardigan,Blue,XXL,21.0,48.0,55,7,SUP-020,2025-09-20,Online Warehouse,9415152638409
CLO-11358,White Cap,Accessories,Cap,White,M,5.5,12.0,80,6,SUP-014,2025-07-15,Palo Alto Outlet,1122528837505
CLO-11359,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,34.5,59.0,320,15,SUP-003,2025-09-12,SF Downtown Store,6618632397913
CLO-11360,Black Cotton Hoodie,Jackets,Hoodie,Black,L,28.0,54.0,120,12,SUP-012,2025-07-28,Palo Alto Outlet,7876553007309
CLO-11361,White V-Neck T-Shirt,Tops,T-Shirt,White,S,6.5,12.0,260,15,SUP-007,2025-10-02,Online Warehouse,5055605712198
CLO-11362,Red Silk Blouse,Tops,Blouse,Red,XS,22.0,39.0,40,10,SUP-009,2025-05-22,SF Downtown Store,8192778851905
CLO-11363,Gray Tank Top,Tops,Tank Top,Gray,XL,9.0,17.0,110,8,SUP-002,2025-08-18,Palo Alto Outlet,3486401042462
CLO-11364,Navy Cardigan,Jackets,Cardigan,Navy,M,30.0,60.0,60,10,SUP-014,2025-06-05,Online Warehouse,4561851744600
CLO-11365,Beige Blazer,Jackets,Blazer,Beige,L,46.0,92.0,55,9,SUP-006,2025-09-01,SF Downtown Store,4521289915114
CLO-11366,Black Leather Belt,Accessories,Belt,Black,M,10.0,18.0,95,8,SUP-011,2025-07-07,Palo Alto Outlet,5512939130448
CLO-11367,Blue Cap,Accessories,Cap,Blue,XS,6.0,12.0,70,6,SUP-004,2025-05-30,Online Warehouse,8189848416046
CLO-11368,Green Scarf,Accessories,Scarf,Green,M,8.0,15.0,30,7,SUP-015,2025-08-14,SF Downtown Store,1540211901707
CLO-11369,Purple Hoodie,Tops,Hoodie,Purple,S,22.0,44.0,180,12,SUP-001,2025-10-10,Palo Alto Outlet,5681429831522
CLO-11370,Pink Blouse,Tops,Blouse,Pink,M,24.0,42.0,90,10,SUP-005,2025-09-25,Online Warehouse,9107322836084
CLO-11371,Brown Jeans,Bottomwear,Jeans,Brown,L,25.0,45.0,140,14,SUP-010,2025-06-20,SF Downtown Store,9378306396384
CLO-11372,Blue Jeans Shorts,Bottomwear,Shorts,Blue,S,18.0,32.0,90,9,SUP-008,2025-08-01,Palo Alto Outlet,5269694439164
CLO-11373,Black Wool Coat,Jackets,Coat,Black,XL,52.0,98.0,25,8,SUP-013,2025-04-28,Online Warehouse,9701693429291
CLO-11374,Gray Cardigan,Jackets,Cardigan,Gray,XS,28.0,56.0,70,9,SUP-002,2025-07-15,SF Downtown Store,3203301623419
CLO-11375,White Cap,Accessories,Cap,White,M,6.5,12.5,55,6,SUP-016,2025-09-11,Online Warehouse,0310615372215
CLO-11376,Blue Belt,Accessories,Belt,Blue,L,9.0,16.0,65,7,SUP-018,2025-06-29,SF Downtown Store,5668473236533
CLO-11377,Beige Hoodie,Tops,Hoodie,Beige,M,20.0,40.0,150,11,SUP-019,2025-10-05,Palo Alto Outlet,7746040672007
CLO-11378,Navy Jeans,Bottomwear,Jeans,Navy,XL,26.0,48.0,210,13,SUP-017,2025-09-18,Online Warehouse,8436142442607
CLO-11379,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.0,56.0,240,15,SUP-003,2025-09-12,SF Downtown Store,8197543734764
CLO-11380,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,44.0,60,12,SUP-007,2025-08-28,Palo Alto Outlet,2737203763882
CLO-11381,White V-Neck T-Shirt,Tops,T-Shirt,White,M,6.5,13.0,320,10,SUP-012,2025-10-02,Online Warehouse,1458414846019
CLO-11382,Gray Pullover Shirt,Tops,Shirt,Gray,XL,14.0,28.0,180,15,SUP-002,2025-09-04,SF Downtown Store,1344389982780
CLO-11383,Beige Linen Blouse,Tops,Blouse,Beige,S,18.0,36.0,140,12,SUP-009,2025-09-20,Palo Alto Outlet,2058695073214
CLO-11384,Red Satin Blazer,Jackets,Blazer,Red,XS,32.0,64.0,40,10,SUP-005,2025-07-22,Online Warehouse,6449369995167
CLO-11385,Navy Cardigan,Jackets,Cardigan,Navy,M,25.0,50.0,90,12,SUP-014,2025-06-18,SF Downtown Store,9335055738573
CLO-11386,Black Cap,Accessories,Cap,Black,XS,4.0,9.0,95,8,SUP-011,2025-09-28,Online Warehouse,6801192360376
CLO-11387,Brown Leather Belt,Accessories,Belt,Brown,L,7.5,15.0,60,6,SUP-017,2025-08-14,Palo Alto Outlet,8118723335104
CLO-11388,Blue Tank Top,Tops,Tank Top,Blue,S,5.0,12.0,110,10,SUP-004,2025-10-01,Online Warehouse,0961497315391
CLO-11389,Pink Fleece Hoodie,Jackets,Hoodie,Pink,M,20.0,40.0,55,9,SUP-006,2025-07-30,SF Downtown Store,1498307482073
CLO-11390,Grey Jeans Skirt,Bottomwear,Skirt,Gray,S,15.0,30.0,70,9,SUP-013,2025-09-08,Palo Alto Outlet,6511893940655
CLO-11391,White Button-Down Shirt,Tops,Shirt,White,L,12.0,24.0,210,14,SUP-010,2025-08-02,SF Downtown Store,7820190432230
CLO-11392,Beige Trench Coat,Jackets,Coat,Beige,XL,45.0,90.0,28,6,SUP-018,2025-09-15,Palo Alto Outlet,2333247073920
CLO-11393,Green Silk Scarf,Accessories,Scarf,Green,M,9.0,18.0,40,6,SUP-019,2025-06-25,Online Warehouse,1354621276025
CLO-11394,Purple Knit Cap,Accessories,Cap,Purple,S,4.5,9.0,30,5,SUP-016,2025-07-11,SF Downtown Store,0826112312616
CLO-11395,Black Denim Jacket,Jackets,Jacket,Black,XL,38.0,76.0,25,8,SUP-008,2025-08-26,Online Warehouse,3248889957298
CLO-11396,Grey Slim Jeans,Bottomwear,Jeans,Gray,M,27.0,54.0,190,14,SUP-001,2025-10-04,SF Downtown Store,9376297454930
CLO-11397,Red Puffer Coat,Jackets,Coat,Red,XXL,50.0,100.0,18,7,SUP-020,2025-09-10,Palo Alto Outlet,3646871912038
CLO-11398,Blue Camouflage Belt,Accessories,Belt,Blue,M,6.0,12.0,85,8,SUP-015,2025-09-03,Online Warehouse,1876920828323
CLO-11399,Red Cotton Hoodie,Jackets,Hoodie,Red,M,18.0,29.5,120,18,SUP-007,2025-09-18,SF Downtown Store,0898138815881
CLO-11400,Blue Denim Jeans,Bottomwear,Jeans,Blue,L,22.0,39.0,320,15,SUP-013,2025-08-05,Palo Alto Outlet,4458220673231
CLO-11401,Black Silk Blouse,Tops,Blouse,Black,S,14.0,28.0,180,20,SUP-004,2025-07-22,SF Downtown Store,8297168157245
CLO-11402,White Cotton T-Shirt,Tops,T-Shirt,White,M,6.0,12.0,420,15,SUP-002,2025-10-01,Online Warehouse,0000001529113
CLO-11403,Gray Tank Top,Tops,Tank Top,Gray,XS,5.0,9.0,90,12,SUP-011,2025-06-12,Palo Alto Outlet,7178509025561
CLO-11404,Navy Blazer,Jackets,Blazer,Navy,XL,48.0,84.0,60,10,SUP-009,2025-05-29,SF Downtown Store,8444218299874
CLO-11405,Beige Cardigan,Jackets,Cardigan,Beige,S,32.0,56.0,45,8,SUP-003,2025-09-02,Online Warehouse,7812248905670
CLO-11406,Black Leather Belt,Accessories,Belt,Black,M,9.0,18.0,95,15,SUP-016,2025-07-15,Palo Alto Outlet,8670090043655
CLO-11407,Grey Knit Scarf,Accessories,Scarf,Gray,M,7.0,15.0,40,10,SUP-008,2025-08-28,SF Downtown Store,1584826691362
CLO-11408,Purple Silk Shirt,Tops,Shirt,Purple,L,26.0,52.0,210,18,SUP-012,2025-09-11,SF Downtown Store,4835505429608
CLO-11409,Blue Denim Shorts,Bottomwear,Shorts,Blue,S,14.0,28.0,150,12,SUP-005,2025-08-19,Online Warehouse,0706336998795
CLO-11410,Black Belted Jeans,Bottomwear,Jeans,Black,XL,30.0,60.0,260,15,SUP-010,2025-05-31,Palo Alto Outlet,0982210401648
CLO-11411,Red Puffer Coat,Jackets,Coat,Red,XXL,54.0,108.0,18,6,SUP-014,2025-10-02,SF Downtown Store,1880442877383
CLO-11412,White Hoodie,Jackets,Hoodie,White,M,22.0,41.0,80,12,SUP-006,2025-06-27,Online Warehouse,6381643212694
CLO-11413,Beige Polo Shirt,Tops,Shirt,Beige,S,12.0,22.0,110,14,SUP-001,2025-07-03,SF Downtown Store,2894642036258
CLO-11414,Green Cargo Pants,Bottomwear,Pants,Green,M,19.0,34.0,300,16,SUP-015,2025-09-07,Palo Alto Outlet,6314417064625
CLO-11415,Blue Cap,Accessories,Cap,Blue,S,4.0,9.0,25,10,SUP-018,2025-10-05,Online Warehouse,5402635582430
CLO-11416,Pink Scarf,Accessories,Scarf,Pink,M,8.0,16.0,60,12,SUP-017,2025-04-20,SF Downtown Store,1764644898803
CLO-11417,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,34.5,69.0,320,12,SUP-012,2025-09-18,SF Downtown Store,1538882452790
CLO-11418,Black Cotton Hoodie,Jackets,Hoodie,Black,L,28.0,56.0,180,15,SUP-007,2025-08-22,Palo Alto Outlet,5040433335384
CLO-11419,White Linen Shirt,Tops,Shirt,White,S,18.0,40.0,150,10,SUP-003,2025-10-05,Online Warehouse,9516321119787
CLO-11420,Red V-Neck T-Shirt,Tops,T-Shirt,Red,M,9.5,23.0,420,12,SUP-015,2025-07-30,SF Downtown Store,1809339137326
CLO-11421,Gray Sweatpants,Bottomwear,Pants,Gray,XL,22.0,44.0,110,8,SUP-001,2025-06-16,Palo Alto Outlet,5306011987561
CLO-11422,Beige Cardigan,Jackets,Cardigan,Beige,S,26.0,52.0,60,6,SUP-008,2025-05-28,Online Warehouse,7868800230091
CLO-11423,Navy Blazer,Jackets,Blazer,Navy,M,48.0,96.0,40,10,SUP-005,2025-09-02,SF Downtown Store,5618298036577
CLO-11424,Black Cap,Accessories,Cap,Black,XS,6.0,14.5,90,8,SUP-011,2025-08-12,Palo Alto Outlet,4491609365952
CLO-11425,Brown Leather Belt,Accessories,Belt,Brown,M,12.0,28.0,70,6,SUP-019,2025-07-04,Online Warehouse,0149118941843
CLO-11426,White Tank Top,Tops,Tank Top,White,XS,7.0,15.0,260,12,SUP-004,2025-10-11,SF Downtown Store,3687509263223
CLO-11427,Blue Chambray Shirt,Tops,Shirt,Blue,L,25.0,52.0,180,11,SUP-006,2025-08-31,Palo Alto Outlet,9982137455611
CLO-11428,Black Jeans Skinny,Bottomwear,Jeans,Black,S,29.0,58.0,220,10,SUP-002,2025-09-28,Online Warehouse,4042886050537
CLO-11429,Gray Wool Coat,Jackets,Coat,Gray,XL,60.0,120.0,25,8,SUP-018,2025-05-17,SF Downtown Store,6660811260030
CLO-11430,Navy Scarf,Accessories,Scarf,Navy,L,8.0,20.0,40,5,SUP-013,2025-08-01,Palo Alto Outlet,8356691062715
CLO-11431,Pink Beanie,Accessories,Hat,Pink,XS,5.0,12.0,25,5,SUP-010,2025-07-09,Online Warehouse,3123455068826
CLO-11432,Blue Denim Jacket,Jackets,Jacket,Blue,XL,40.0,90.0,80,12,SUP-014,2025-09-14,SF Downtown Store,9177682938440
CLO-11433,Green Cargo Shorts,Bottomwear,Shorts,Green,M,15.0,32.0,90,6,SUP-009,2025-06-22,Palo Alto Outlet,1348087354378
CLO-11434,Yellow T-Shirt Graphic,Tops,T-Shirt,Yellow,L,11.0,26.0,140,9,SUP-016,2025-10-02,Online Warehouse,8260335910157
CLO-11435,Purple Blouse,Tops,Blouse,Purple,M,16.0,34.0,120,8,SUP-017,2025-08-19,SF Downtown Store,0908599144920
CLO-11436,Brown Chino Pants,Bottomwear,Pants,Brown,L,20.0,40.0,150,10,SUP-020,2025-05-29,Online Warehouse,7492699969964
CLO-11437,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,59.5,320,15,SUP-012,2025-08-14,SF Downtown Store,8997184285969
CLO-11438,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,49.0,80,12,SUP-007,2025-09-02,Palo Alto Outlet,3259140849932
CLO-11439,White V-Neck T-Shirt,Tops,T-Shirt,White,S,6.5,14.0,220,15,SUP-003,2025-10-02,Online Warehouse,3123426698069
CLO-11440,Gray Fleece Coat,Jackets,Coat,Gray,XL,45.0,99.0,55,10,SUP-019,2025-07-29,SF Downtown Store,0872617607234
CLO-11441,Red Silk Blouse,Tops,Blouse,Red,XS,18.0,32.0,140,12,SUP-005,2025-08-22,Palo Alto Outlet,8389359538280
CLO-11442,Navy Chino Shorts,Bottomwear,Shorts,Navy,S,14.0,29.0,60,10,SUP-011,2025-09-18,Online Warehouse,4056129965082
CLO-11443,Beige Cardigan,Jackets,Cardigan,Beige,M,26.0,52.0,40,8,SUP-009,2025-06-30,SF Downtown Store,6958264186965
CLO-11444,Black Cap,Accessories,Cap,Black,XS,5.0,12.0,90,6,SUP-002,2025-09-11,Palo Alto Outlet,6130876123859
CLO-11445,Blue Scarf,Accessories,Scarf,Blue,M,7.5,18.0,110,8,SUP-015,2025-08-07,Online Warehouse,5143468239484
CLO-11446,Brown Leather Belt,Accessories,Belt,Brown,L,9.0,20.0,95,7,SUP-014,2025-07-18,SF Downtown Store,0027300869661
CLO-11447,Green Tank Top,Tops,Tank Top,Green,XS,5.5,12.5,180,12,SUP-006,2025-10-03,Palo Alto Outlet,0168311395001
CLO-11448,Purple Knit Shirt,Tops,Shirt,Purple,XL,22.0,44.0,70,9,SUP-008,2025-05-25,Online Warehouse,6809414915076
CLO-11449,White Linen Blazer,Jackets,Blazer,White,M,38.0,84.0,28,6,SUP-010,2025-09-27,SF Downtown Store,2839762053440
CLO-11450,Black Jeans Belt,Accessories,Belt,Black,M,8.5,19.0,65,7,SUP-012,2025-08-01,Palo Alto Outlet,7779462072662
CLO-11451,Gray hoodie,Tops,Hoodie,Gray,L,14.0,29.0,150,12,SUP-003,2025-10-10,Online Warehouse,9250817760299
CLO-11452,Blue Denim Jacket,Jackets,Coat,Blue,S,40.0,78.0,25,5,SUP-018,2025-07-14,SF Downtown Store,1406884133373
CLO-11453,Red Knit Blouse,Tops,Blouse,Red,M,19.0,38.0,120,10,SUP-005,2025-08-04,Palo Alto Outlet,1255235617817
CLO-11454,Beige Linen Pants,Bottomwear,Pants,Beige,L,25.0,48.0,95,9,SUP-011,2025-09-30,Online Warehouse,0321192061363
CLO-11455,Pink Silk Scarf,Accessories,Scarf,Pink,S,6.0,15.0,40,6,SUP-009,2025-06-12,SF Downtown Store,8527789561337
CLO-11456,Navy Denim Jeans,Bottomwear,Jeans,Navy,XL,32.0,64.0,210,12,SUP-016,2025-10-05,Online Warehouse,1844490295026
CLO-11457,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,59.0,320,15,SUP-003,2025-08-14,SF Downtown Store,4801644037341
CLO-11458,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,44.0,140,12,SUP-007,2025-09-02,Palo Alto Outlet,6781277822102
CLO-11459,White Linen Shirt,Tops,Shirt,White,S,18.5,39.0,210,10,SUP-011,2025-07-28,Online Warehouse,1798213486298
CLO-11460,Gray V-Neck T-Shirt,Tops,T-Shirt,Gray,M,6.5,14.0,480,20,SUP-002,2025-10-03,SF Downtown Store,5797363831828
CLO-11461,Red Tank Top,Tops,Tank Top,Red,XS,5.0,12.0,420,15,SUP-005,2025-10-12,Online Warehouse,5605397079866
CLO-11462,Blue Jeans Shorts,Bottomwear,Shorts,Blue,S,14.0,29.0,180,12,SUP-014,2025-08-29,Palo Alto Outlet,1770673682050
CLO-11463,Black Blazer,Jackets,Blazer,Black,XL,45.0,95.0,60,8,SUP-009,2025-09-18,SF Downtown Store,6821223552165
CLO-11464,Beige Cardigan,Jackets,Cardigan,Beige,M,38.0,78.0,90,10,SUP-013,2025-07-31,Online Warehouse,0587146921821
CLO-11465,Green Cap,Accessories,Cap,Green,M,7.0,16.0,95,8,SUP-012,2025-09-26,SF Downtown Store,9259679089843
CLO-11466,Black Leather Belt,Accessories,Belt,Black,L,9.0,18.0,70,6,SUP-004,2025-07-20,Palo Alto Outlet,6998480220509
CLO-11467,Navy Silk Blouse,Tops,Blouse,Navy,S,24.0,52.0,145,12,SUP-006,2025-10-01,SF Downtown Store,3869484249598
CLO-11468,Purple Cardigan,Jackets,Cardigan,Purple,XS,20.0,40.0,40,5,SUP-010,2025-08-07,Palo Alto Outlet,8114578870715
CLO-11469,Brown Chino Pants,Bottomwear,Pants,Brown,L,16.0,32.0,260,15,SUP-008,2025-09-11,Online Warehouse,2386767382097
CLO-11470,Beige Trench Coat,Jackets,Coat,Beige,M,52.0,110.0,25,6,SUP-001,2025-07-15,SF Downtown Store,4619177987682
CLO-11471,Blue Skinny Jeans,Bottomwear,Jeans,Blue,S,27.0,58.0,310,14,SUP-003,2025-08-21,Palo Alto Outlet,9968722589370
CLO-11472,White Cotton T-Shirt,Tops,T-Shirt,White,L,6.0,12.0,390,16,SUP-002,2025-09-08,Online Warehouse,8580623504056
CLO-11473,Gray Sweatshirt,Tops,Hoodie,Gray,XL,20.0,40.0,130,9,SUP-005,2025-10-04,SF Downtown Store,6957900124825
CLO-11474,Red Scarf,Accessories,Scarf,Red,M,8.0,18.0,85,7,SUP-011,2025-08-03,Online Warehouse,5442867963259
CLO-11475,Black Beanie,Accessories,Hat,Black,XS,7.5,15.0,60,6,SUP-014,2025-07-28,SF Downtown Store,4232894633891
CLO-11476,Gray Blazer,Jackets,Blazer,Gray,XL,33.0,66.0,72,9,SUP-007,2025-09-22,Online Warehouse,5624152857256
CLO-11477,Blue T-Shirt,Tops,T-Shirt,Blue,M,6.5,16.5,320,12,SUP-003,2025-09-12,SF Downtown Store,2926933589513
CLO-11478,White Shirt,Tops,Shirt,White,L,8.0,18.0,260,15,SUP-007,2025-07-28,Palo Alto Outlet,8186550784685
CLO-11479,Black Blouse,Tops,Blouse,Black,S,9.5,21.0,180,14,SUP-012,2025-08-22,SF Downtown Store,0957443034918
CLO-11480,Gray Tank Top,Tops,Tank Top,Gray,XS,4.5,12.0,140,10,SUP-005,2025-10-05,Online Warehouse,9117972038593
CLO-11481,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,18.0,38.0,320,12,SUP-002,2025-09-18,SF Downtown Store,4015364154715
CLO-11482,Black Jeans,Bottomwear,Jeans,Black,L,19.0,39.0,260,13,SUP-010,2025-06-30,Palo Alto Outlet,5313259367813
CLO-11483,Gray Cotton Pants,Bottomwear,Pants,Gray,S,16.0,32.0,180,12,SUP-009,2025-08-11,Online Warehouse,6750094214105
CLO-11484,Beige Shorts,Bottomwear,Shorts,Beige,M,14.0,28.0,120,8,SUP-004,2025-07-04,SF Downtown Store,2769819878092
CLO-11485,Navy Hoodie,Jackets,Hoodie,Navy,L,22.0,44.0,90,12,SUP-001,2025-10-02,Palo Alto Outlet,7045238885622
CLO-11486,Black Blazer,Jackets,Blazer,Black,XL,28.0,58.0,60,10,SUP-011,2025-09-29,SF Downtown Store,5866059867874
CLO-11487,Gray Wool Coat,Jackets,Coat,Gray,XXL,45.0,90.0,40,8,SUP-008,2025-08-07,SF Downtown Store,4227585485965
CLO-11488,Red Cap,Accessories,Cap,Red,XS,6.0,12.0,60,6,SUP-013,2025-07-15,Online Warehouse,5942824911650
CLO-11489,Black Belt,Accessories,Belt,Black,M,5.5,13.0,75,7,SUP-014,2025-09-03,Palo Alto Outlet,2000245393132
CLO-11490,Beige Scarf,Accessories,Scarf,Beige,L,7.0,16.0,50,6,SUP-006,2025-10-10,Online Warehouse,1551305570836
CLO-11491,Blue Beanie,Accessories,Cap,Blue,S,4.5,11.0,40,5,SUP-015,2025-06-20,SF Downtown Store,8214448896699
CLO-11492,Pink V-Neck T-Shirt,Tops,T-Shirt,Pink,S,5.0,12.0,210,11,SUP-003,2025-07-29,Online Warehouse,7273677462025
CLO-11493,Green Cargo Shorts,Bottomwear,Shorts,Green,M,9.0,20.0,110,9,SUP-016,2025-08-26,Palo Alto Outlet,8254318328123
CLO-11494,Brown Cardigan,Jackets,Cardigan,Brown,M,25.0,48.0,70,9,SUP-017,2025-09-10,Online Warehouse,1239204910601
CLO-11495,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,52.0,220,18,SUP-007,2025-08-12,SF Downtown Store,8364723875082
CLO-11496,Black Cotton T-Shirt,Tops,T-Shirt,Black,L,6.5,12.0,340,12,SUP-003,2025-10-02,Palo Alto Outlet,7681722577545
CLO-11497,White Linen Shirt,Tops,Shirt,White,M,14.0,25.0,180,14,SUP-011,2025-07-29,SF Downtown Store,8472629052918
CLO-11498,Gray Hoodie,Jackets,Hoodie,Gray,S,22.0,44.0,90,12,SUP-005,2025-09-15,Online Warehouse,7683160827172
CLO-11499,Navy Blazer,Jackets,Blazer,Navy,L,48.0,95.0,40,8,SUP-019,2025-08-03,SF Downtown Store,1733739920522
CLO-11500,Beige Trench Coat,Jackets,Coat,Beige,XL,60.0,120.0,26,6,SUP-012,2025-10-10,Palo Alto Outlet,2999362165914
CLO-11501,Red Cap,Accessories,Cap,Red,M,4.0,9.0,75,10,SUP-002,2025-06-18,Online Warehouse,3882325539835
CLO-11502,Blue Silk Scarf,Accessories,Scarf,Blue,XS,7.5,14.0,60,8,SUP-009,2025-09-28,SF Downtown Store,8446177732643
CLO-11503,Black Leather Belt,Accessories,Belt,Black,L,9.0,18.0,50,9,SUP-016,2025-07-11,Palo Alto Outlet,0954497912799
CLO-11504,White Tank Top,Tops,Tank Top,White,XS,5.0,9.0,260,14,SUP-001,2025-08-20,Online Warehouse,7029271205397
CLO-11505,Blue V-Neck T-Shirt,Tops,T-Shirt,Blue,S,6.0,11.0,310,12,SUP-004,2025-09-05,SF Downtown Store,8713752988322
CLO-11506,Gray Sweatpants,Bottomwear,Pants,Gray,M,18.0,32.0,150,15,SUP-008,2025-07-22,Palo Alto Outlet,0125608320048
CLO-11507,Black Denim Shorts,Bottomwear,Shorts,Black,S,12.0,22.0,110,8,SUP-013,2025-10-01,Online Warehouse,7978889753585
CLO-11508,Purple Cardigan,Jackets,Cardigan,Purple,M,20.0,38.0,55,10,SUP-017,2025-08-18,SF Downtown Store,2386003044361
CLO-11509,Beige Cardigan,Jackets,Cardigan,Beige,XL,26.0,50.0,65,11,SUP-006,2025-10-04,Palo Alto Outlet,9951715239102
CLO-11510,Green Hoodie,Tops,Hoodie,Green,L,21.0,40.0,140,12,SUP-010,2025-06-30,Online Warehouse,9295014374830
CLO-11511,Brown Leather Belt,Accessories,Belt,Brown,M,8.0,16.0,40,9,SUP-014,2025-08-27,SF Downtown Store,9309671397191
CLO-11512,Navy Cap,Accessories,Cap,Navy,L,4.5,9.0,95,10,SUP-018,2025-09-12,Palo Alto Outlet,2602213217672
CLO-11513,Blue Denim Jacket,Jackets,Jacket,Blue,XL,55.0,100.0,20,6,SUP-015,2025-07-07,SF Downtown Store,0191116612201
CLO-11514,White Cotton Shirt,Tops,Shirt,White,S,13.0,26.0,190,14,SUP-020,2025-10-15,Online Warehouse,9072587339304
CLO-11515,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,59.0,320,15,SUP-003,2025-09-12,SF Downtown Store,9366538027481
CLO-11516,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,44.0,140,12,SUP-007,2025-08-25,Palo Alto Outlet,2421140868250
CLO-11517,White V-Neck T-Shirt,Tops,T-Shirt,White,M,6.5,12.5,360,14,SUP-002,2025-09-28,Online Warehouse,9522946209355
CLO-11518,Navy Pima Shirt,Tops,Shirt,Navy,S,14.0,28.0,210,16,SUP-005,2025-10-05,SF Downtown Store,6103995297013
CLO-11519,Beige Blazer,Jackets,Blazer,Beige,XL,45.0,90.0,60,10,SUP-011,2025-07-19,Palo Alto Outlet,7124365858564
CLO-11520,Gray Cardigan,Jackets,Cardigan,Gray,M,30.0,60.0,90,12,SUP-014,2025-06-30,Online Warehouse,2304120270615
CLO-11521,Red Cap,Accessories,Cap,Red,XS,5.0,12.0,95,8,SUP-009,2025-10-12,SF Downtown Store,9273874029907
CLO-11522,Black Leather Belt,Accessories,Belt,Black,M,9.0,18.0,70,6,SUP-013,2025-05-21,Palo Alto Outlet,1669063224815
CLO-11523,Blue Tank Top,Tops,Tank Top,Blue,S,4.5,9.0,180,10,SUP-006,2025-09-03,Online Warehouse,5420340301095
CLO-11524,Red Chino Jeans,Bottomwear,Jeans,Red,L,25.0,50.0,260,16,SUP-004,2025-08-11,SF Downtown Store,6797564915795
CLO-11525,Pink Blouse,Tops,Blouse,Pink,XS,18.0,36.0,120,12,SUP-008,2025-07-25,Palo Alto Outlet,5462347124760
CLO-11526,Brown Cardigan,Jackets,Cardigan,Brown,S,22.5,45.0,50,9,SUP-012,2025-10-20,Online Warehouse,1080181030683
